qID,th3_biggest_tfidf
1201,"{'?': 1.0007542426504639, 'design': 7.091561233090709, 'web': 6.455572466370713}"
1203,"{'funniest': 7.497026341198874, 'jokes': 8.190173521758819, 'stories': 7.497026341198874}"
1205,"{'?': 1.0007542426504639, 'phenotype': 8.595638629866983, 'ratio': 7.6793478979928285}"
1207,"{'boring': 7.6793478979928285, 'lecture': 8.595638629866983, 'slowly': 8.190173521758819}"
1209,"{'bollywood': 6.803879160638928, 'celebrity': 7.6793478979928285, 'jet': 8.190173521758819}"
1211,"{'bose': 8.595638629866983, 'ear': 17.191277259733965, 'headphones': 7.6793478979928285}"
1213,"{'movies': 5.887588428764773, 'recommend': 7.902491449307038, 'watch': 6.293053536872938}"
1215,"{'3': 6.069909985558728, 'expected': 7.902491449307038, 'imminent': 7.902491449307038}"
1217,"{'constipation': 7.6793478979928285, 'eating': 7.091561233090709, 'prunes': 8.190173521758819}"
1219,"{'condescending': 8.595638629866983, 'elders': 8.595638629866983, 'statement': 7.6793478979928285, 'told': 7.6793478979928285}"
1221,"{'occurred': 8.595638629866983, 'technologically': 8.190173521758819, 'wars': 8.190173521758819, 'world': 10.323302850763675}"
1223,"{'gas': 7.497026341198874, 'investment': 6.986200717432883, 'royalties': 8.595638629866983}"
1225,"{'modi': 6.2442633727035055, 'quorans': 8.595638629866983, 'supportive': 8.595638629866983}"
1227,"{'learn': 4.932076983737337, 'mathematica': 8.595638629866983, 'source': 6.986200717432883}"
1229,"{'examples': 6.110731980078983, 'light': 6.723836452965392, 'positive': 7.497026341198874}"
1231,"{'entry': 7.6793478979928285, 'fly': 7.902491449307038, 'refuse': 7.902491449307038}"
1233,"{'barack': 8.190173521758819, 'important': 6.110731980078983, 'obama': 7.497026341198874}"
1235,"{'global': 7.209344268747093, 'haven': 8.595638629866983, 'terrorism': 8.190173521758819}"
1237,"{'?': 1.0007542426504639, 'hairfall': 8.190173521758819, 'stop': 5.625224164297282}"
1239,"{'classical': 7.6793478979928285, 'music': 6.2442633727035055, 'piece': 8.595638629866983}"
1241,"{'aspects': 8.190173521758819, 'politics': 7.902491449307038, 'unusual': 7.6793478979928285}"
1243,"{'?': 1.0007542426504639, 'aim': 8.190173521758819, 'science': 6.2442633727035055}"
1245,"{'?': 1.0007542426504639, 'email': 6.455572466370713, 'okay': 7.902491449307038}"
1247,"{'goa': 7.3428756613716155, 'nice': 7.902491449307038, 'stay': 7.209344268747093}"
1249,"{'like': 4.509662317315399, 'quora': 4.857969011583615, 'website': 6.293053536872938}"
1251,"{'camps': 8.190173521758819, 'conditions': 7.902491449307038, 'refugee': 8.190173521758819}"
1253,"{'?': 1.0007542426504639, 'opposite': 7.902491449307038}"
1255,"{'fiance': 8.190173521758819, 'love': 5.792278248960448, 'things': 5.956581300251725}"
1257,"{'explain': 7.6793478979928285, 'little': 7.6793478979928285, 'somebody': 7.902491449307038, 'steps': 8.190173521758819}"
1259,"{'increase': 6.344346831260488, 'mind': 7.091561233090709, 'presence': 7.6793478979928285}"
1261,"{'2': 11.524850571621535, 'equal': 7.6793478979928285, 'mathematics': 7.497026341198874, 'plus': 7.497026341198874}"
1263,"{'cibil': 8.190173521758819, 'gets': 7.3428756613716155, 'impacted': 8.595638629866983}"
1265,"{'middle-earth': 8.595638629866983, 'proper': 8.595638629866983, 'spelling': 8.595638629866983, ""tolkien's"": 8.595638629866983}"
1267,"{'indians': 7.3428756613716155, 'malaysians': 8.595638629866983, 'think': 5.245734542592379}"
1269,"{'baby': 8.190173521758819, 'camp': 8.595638629866983, 'dun': 8.190173521758819, 'har': 8.190173521758819, 'ki': 8.190173521758819, 'trek': 8.190173521758819}"
1271,"{'c': 6.153291594497779, 'learn': 4.932076983737337, 'programming': 5.887588428764773}"
1273,"{'anthem': 8.190173521758819, 'cinema': 8.190173521758819, ""court's"": 8.190173521758819, 'halls': 8.595638629866983, 'mandatory': 8.595638629866983, 'supreme': 8.190173521758819}"
1275,"{'elected': 7.902491449307038, 'gentleman': 8.190173521758819, 'lady': 7.6793478979928285}"
1277,"{'e-learning': 8.190173521758819, 'moocs': 8.190173521758819, 'photography': 8.190173521758819, 'professors': 8.190173521758819}"
1279,"{'agreed': 8.190173521758819, 'portability': 8.190173521758819, 'providers': 8.190173521758819}"
1281,"{'hate': 6.344346831260488, 'people': 4.683615624438837, 'twilight': 8.190173521758819}"
1283,"{'corporate': 8.595638629866983, 'stepping': 8.595638629866983, 'student': 6.069909985558728}"
1285,"{'embedded': 8.190173521758819, 'lua': 8.595638629866983, 'systems': 7.091561233090709}"
1287,"{'english': 5.625224164297282, 'improve': 5.792278248960448, 'speaking': 7.6793478979928285}"
1289,"{'dislike': 7.902491449307038, 'gay': 14.994052682397747, 'sex': 6.153291594497779}"
1291,"{'exchange': 8.190173521758819, 'ontario': 8.595638629866983, 'tenth': 8.595638629866983}"
1294,"{'?': 1.0007542426504639, 'life': 4.89433665575449, 'love': 5.792278248960448}"
1296,"{'burn': 7.6793478979928285, 'calories': 7.209344268747093, 'yes': 7.091561233090709}"
1298,"{'boobs': 8.595638629866983, 'man': 6.803879160638928, 'rid': 6.986200717432883}"
1300,"{'relatively': 8.190173521758819, 'stress': 8.595638629866983, 'sum': 8.595638629866983}"
1302,"{'scientific': 7.902491449307038, 'temples': 7.902491449307038, 'visiting': 7.3428756613716155}"
1304,"{'allowed': 7.902491449307038, 'circumcision': 8.190173521758819, 'islam': 7.209344268747093}"
1306,"{'booths': 8.595638629866983, 'photo': 7.497026341198874, 'professional': 7.902491449307038}"
1308,"{'friend': 6.2442633727035055, 'instagram': 6.2442633727035055, 'request': 7.902491449307038, 'send': 6.5807356093247185}"
1310,"{'?': 1.0007542426504639, 'anger': 8.190173521758819, 'control': 7.3428756613716155}"
1312,"{'?': 1.0007542426504639, 'gender': 7.902491449307038, 'profiling': 8.595638629866983}"
1314,"{'?': 1.0007542426504639, 'quora': 4.857969011583615}"
1316,"{'kept': 8.595638629866983, 'onigiri': 8.595638629866983, 'refrigerated': 8.190173521758819}"
1318,"{'gadgets': 7.6793478979928285, 'smartphones': 7.902491449307038, 'technology': 7.209344268747093}"
1320,"{'feel': 5.575213743722621, 'homosexual': 8.595638629866983, 'india': 4.376130924690877}"
1322,"{'amazon': 7.209344268747093, 'role': 7.091561233090709, 'tpm': 8.595638629866983}"
1324,"{'continues': 8.595638629866983, 'dictatorship': 8.190173521758819, 'present': 7.6793478979928285}"
1326,"{'coffee': 7.3428756613716155, 'cup': 7.497026341198874, 'perfect': 8.595638629866983}"
1328,"{'?': 1.0007542426504639, 'election': 6.153291594497779, 'rigged': 8.190173521758819}"
1330,"{'gayle': 8.190173521758819, 'laakmann': 8.190173521758819, 'mcdowell': 8.190173521758819, 'publishing': 8.190173521758819}"
1332,"{'?': 1.0007542426504639, 'fermented': 8.595638629866983, 'products': 6.723836452965392}"
1334,"{'film': 7.3428756613716155, 'short': 7.091561233090709, 'think': 5.245734542592379}"
1336,"{'conflict': 8.595638629866983, 'kashmir': 7.3428756613716155, 'pakistan': 6.2442633727035055}"
1338,"{'college': 6.153291594497779, 'food': 6.64972848081167, 'stamps': 8.595638629866983}"
1340,"{'examples': 6.110731980078983, 'real': 5.9929489444226, 'recursion': 8.595638629866983}"
1342,"{'android': 6.110731980078983, 'applications': 7.209344268747093, 'security': 6.803879160638928}"
1344,"{'accordion': 8.190173521758819, 'difficult': 7.6793478979928285, 'play': 13.29945696162334}"
1346,"{'army': 7.497026341198874, 'indian': 5.263434119691779, 'role': 7.091561233090709}"
1348,"{'.': 7.790316528149134, 'demonetizing': 8.595638629866983, 'rs': 13.032394176374295}"
1350,"{'bengaluru': 8.190173521758819, 'facts': 7.3428756613716155, 'interesting': 6.516197088187147}"
1352,"{'+': 12.688693662520976, 'group': 7.3428756613716155, 'parents': 7.3428756613716155}"
1354,"{'book': 5.823049907627202, 'chemistry': 7.3428756613716155, 'neet': 7.3428756613716155}"
1356,"{'?': 1.0007542426504639, 'enlightenment': 8.190173521758819}"
1358,"{'ask': 5.956581300251725, 'look': 6.5807356093247185, 'users': 7.497026341198874}"
1360,"{'asks': 7.902491449307038, 'interviewer': 7.497026341198874, 'pen': 7.497026341198874}"
1362,"{'%': 13.781781075257117, '68.44': 17.191277259733965, 'product': 13.972401434865766}"
1364,"{'east': 8.595638629866983, 'fly': 7.902491449307038, 'usa': 6.293053536872938}"
1366,"{'adjacent': 8.595638629866983, 'charts': 8.595638629866983, 'cnf': 8.595638629866983, 'seats': 8.595638629866983}"
1368,"{'beautiful': 7.497026341198874, 'interface': 8.190173521758819, 'user': 7.3428756613716155}"
1370,"{'improve': 5.792278248960448, 'learning': 6.197743357068613, 'skills': 6.803879160638928}"
1372,"{'galileo': 8.595638629866983, 'pi': 7.902491449307038, 'raspberry': 7.902491449307038}"
1374,"{'2016': 5.527585694733366, 'best': 3.462785703046478, 'movie': 5.733437748937515}"
1376,"{'500': 11.524850571621535, 'note': 14.994052682397747, 'rs': 13.032394176374295}"
1378,"{'?': 1.0007542426504639, 'good': 4.526611875629173, 'photo': 7.497026341198874}"
1380,"{'away': 7.209344268747093, 'home': 6.516197088187147, 'run': 6.516197088187147}"
1382,"{'access': 6.64972848081167, 'java': 6.455572466370713, 'modifiers': 8.190173521758819}"
1384,"{'learned': 7.6793478979928285, 'poetry': 8.595638629866983, 'sort': 8.595638629866983}"
1386,"{'death': 6.455572466370713, 'truth': 7.6793478979928285, 'unconfirmed': 8.595638629866983}"
1388,"{'need': 5.823049907627202, 'shot': 7.902491449307038, 'tetanus': 8.190173521758819}"
1390,"{'bends': 8.595638629866983, 'gravity': 14.994052682397747, 'light': 13.447672905930784}"
1392,"{'cut': 7.497026341198874, 'cute': 7.6793478979928285, 'skirt': 8.190173521758819}"
1394,"{'cars': 7.091561233090709, 'lotus': 8.595638629866983, 'sold': 7.497026341198874}"
1396,"{'message': 7.209344268747093, 'person': 5.677867897782704, 'send': 6.5807356093247185}"
1398,"{'pitbulls': 8.595638629866983, 'train': 7.3428756613716155, 'white': 6.197743357068613}"
1400,"{'darker': 8.595638629866983, 'flavorful': 8.595638629866983, 'meat': 7.902491449307038}"
1402,"{'question': 5.921489980440454, 'quora': 4.857969011583615, 'surreal': 8.190173521758819}"
1404,"{'computer': 11.91316260050345, 'differences': 6.344346831260488, 'science': 6.2442633727035055}"
1405,"{'best': 3.462785703046478, 'sex': 6.153291594497779, 'time': 4.971297696890618}"
1407,"{'astrologers': 8.595638629866983, 'free': 5.956581300251725, 'online': 5.651199650700543}"
1409,"{""don't"": 5.599906356312992, 'feel': 5.575213743722621, 'talking': 7.209344268747093}"
1411,"{'?': 1.0007542426504639, 'hate': 6.344346831260488, 'sisters': 7.902491449307038}"
1413,"{'download': 6.986200717432883, 'games': 6.986200717432883, 'site': 6.986200717432883, 'torrent': 7.6793478979928285}"
1415,"{'causes': 6.455572466370713, 'death': 6.455572466370713, 'hanging': 7.902491449307038}"
1417,"{'ethernet': 8.595638629866983, 'latency': 8.190173521758819, 'wired': 8.190173521758819}"
1419,"{'7th': 8.595638629866983, 'alot': 8.595638629866983, 'bs': 8.595638629866983, 'wasted': 8.595638629866983}"
1421,"{'adaptations': 8.190173521758819, 'behavioral': 8.190173521758819, 'pandas': 8.190173521758819}"
1423,"{'engineering': 5.921489980440454, 'good': 4.526611875629173, 'textile': 8.190173521758819}"
1425,"{'fastest': 7.497026341198874, 'street': 8.190173521758819, ""world's"": 8.595638629866983}"
1427,"{'?': 1.0007542426504639, 'magnets': 7.902491449307038}"
1429,"{'?': 1.0007542426504639, 'true': 6.803879160638928, 'value': 6.5807356093247185}"
1431,"{'agent': 7.902491449307038, 'does': 3.618904887446409, 'fbi': 7.902491449307038}"
1433,"{'best': 3.462785703046478, 'operating': 7.902491449307038, 'pc': 7.497026341198874}"
1435,"{'channels': 7.3428756613716155, 'tv': 6.803879160638928, 'world': 5.161651425381837}"
1437,"{'age': 6.64972848081167, 'inventions': 8.595638629866983, 'neolithic': 8.595638629866983}"
1439,"{'clarification': 8.595638629866983, 'details': 8.190173521758819, 'literally': 8.190173521758819, 'seconds': 8.595638629866983, '…': 8.190173521758819}"
1441,"{'?': 1.0007542426504639, 'hacker': 7.091561233090709, 'hire': 7.902491449307038}"
1443,"{'2014': 7.091561233090709, 'horror': 7.3428756613716155, 'novels': 7.6793478979928285}"
1445,"{'beautiful': 7.497026341198874, 'built': 7.902491449307038, 'thing': 5.823049907627202}"
1447,"{'?': 1.0007542426504639, 'live': 5.9929489444226}"
1449,"{'exact': 8.595638629866983, 'life': 4.89433665575449, 'meaning': 6.803879160638928}"
1451,"{'?': 1.0007542426504639, 'betrayed': 7.902491449307038, 'friend': 6.2442633727035055}"
1453,"{'46': 8.595638629866983, '5.4': 8.595638629866983, 'height': 14.418688537494186, 'weight': 11.709597211883565}"
1454,"{'candy': 7.497026341198874, 'imported': 7.497026341198874, 'laos': 8.190173521758819, 'saltwater': 7.497026341198874, 'taffy': 7.497026341198874}"
1456,"{'city': 6.803879160638928, 'dangerous': 8.190173521758819, 'mexico': 7.209344268747093}"
1458,"{'cost': 6.030689272405446, 'venue': 8.595638629866983, 'wedding': 7.6793478979928285}"
1460,"{'concepts': 8.595638629866983, 'physicists': 8.595638629866983, 'proved': 8.595638629866983}"
1462,"{'important': 6.110731980078983, 'money': 5.417584799519037, 'respect': 8.190173521758819}"
1464,"{'best': 3.462785703046478, 'hacker': 7.091561233090709, 'indian': 5.263434119691779}"
1466,"{'change': 6.030689272405446, 'education': 6.890890537628558, 'yes': 7.091561233090709}"
1468,"{'building': 7.902491449307038, 'column': 8.190173521758819, 'standard': 7.902491449307038}"
1470,"{'commonly': 8.190173521758819, 'mispronounced': 8.190173521758819, 'words': 7.209344268747093}"
1472,"{'crushes': 8.595638629866983, 'male': 7.209344268747093, 'teachers': 7.902491449307038}"
1474,"{'24': 7.902491449307038, 'late': 6.890890537628558, 'medical': 7.3428756613716155}"
1476,"{'chatswood': 8.190173521758819, 'cleaning': 8.190173521758819, 'paint': 17.191277259733965}"
1478,"{'notified': 8.190173521758819, 'screenshot': 7.6793478979928285, ""someone's"": 7.497026341198874}"
1480,"{'exams': 7.497026341198874, 'final': 7.091561233090709, 'mark': 7.6793478979928285}"
1482,"{',': 13.28031300176625, 'alphabet': 8.595638629866983, 'english': 11.250448328594564, 'pangrams': 8.595638629866983, 'picking': 8.595638629866983}"
1484,"{'brain': 7.497026341198874, 'grey': 8.595638629866983, 'matter': 6.803879160638928}"
1486,"{'83': 8.595638629866983, 'figure': 8.190173521758819, 'job': 11.009192353017335, 'paying': 8.190173521758819}"
1488,"{'babies': 7.6793478979928285, 'cute': 7.6793478979928285, 'psychopaths': 8.190173521758819}"
1490,"{'catering': 8.595638629866983, ""choir's"": 8.595638629866983, 'opera': 16.380347043517638, 'rehearsals': 17.191277259733965}"
1492,"{'allowing': 8.595638629866983, 'catholic': 8.190173521758819, 'church': 8.190173521758819, 'priest': 8.190173521758819, 'sued': 8.595638629866983}"
1494,"{'finished': 8.595638629866983, 'h1': 8.595638629866983, 'offered': 8.595638629866983, 'return': 8.595638629866983}"
1496,"{'?': 1.0007542426504639, 'blocked': 6.890890537628558, 'facebook': 6.197743357068613}"
1498,"{'briefly': 8.595638629866983, 'mineral': 7.902491449307038, 'properties': 7.902491449307038}"
1500,"{'coders': 8.190173521758819, 'competitive': 7.902491449307038, 'nadu': 7.6793478979928285}"
1502,"{'""': 9.555852607820157, 'hear': 8.190173521758819, 'japan': 7.3428756613716155}"
1504,"{'learning': 6.197743357068613, 'programming': 5.887588428764773, 'start': 5.211248366521209}"
1506,"{'?': 1.0007542426504639, 'humanity': 7.091561233090709, 'serve': 7.6793478979928285}"
1508,"{'iter': 8.595638629866983, 'percentage': 8.595638629866983, 'sgpa': 8.595638629866983}"
1510,"{'jimmy': 8.190173521758819, 'london': 7.6793478979928285, 'reside': 8.595638629866983}"
1512,"{'gifts': 7.497026341198874, 'states': 6.890890537628558, 'united': 6.803879160638928}"
1514,"{'answers': 7.091561233090709, 'ranking': 8.190173521758819, 'work': 5.396965512316302}"
1516,"{'2016': 5.527585694733366, 'resolution': 7.902491449307038, 'year': 5.762425285810767}"
1518,"{'balaji': 8.190173521758819, 'reservation': 7.902491449307038, ""vishwanathan's"": 8.595638629866983}"
1520,"{'falls': 8.190173521758819, 'myine': 8.595638629866983, 'responsability': 8.595638629866983}"
1522,"{'barvaria': 8.595638629866983, 'germany': 6.986200717432883, 'join': 6.890890537628558}"
1524,"{'\\': 44.057253968229695, '{': 43.25606561248256, '}': 43.25606561248256}"
1526,"{'?': 1.0007542426504639, 'stop': 5.625224164297282, 'thinking': 7.209344268747093}"
1528,"{'?': 1.0007542426504639, 'fund': 7.497026341198874, 'mutual': 7.3428756613716155}"
1530,"{'mv': 8.595638629866983, 'rpm': 8.595638629866983, 'spin': 8.595638629866983, 'target': 8.595638629866983, 'x': 13.781781075257117}"
1532,"{'acoustic': 8.190173521758819, 'bass': 7.902491449307038, 'maintaining': 7.902491449307038}"
1534,"{'content': 7.3428756613716155, 'curriculum': 7.902491449307038, 'technical': 7.6793478979928285}"
1536,"{'.': 11.685474792223701, '62': 8.595638629866983, 'bba': 8.595638629866983, 'entrance': 8.595638629866983, 'ggsipu': 8.595638629866983, 'symbiosis': 8.595638629866983, 'year': 11.524850571621535}"
1538,"{'?': 1.0007542426504639, 'functional': 8.190173521758819, 'programming': 5.887588428764773}"
1540,"{'communism': 8.190173521758819, 'marxism': 8.595638629866983, 'socialism': 8.190173521758819}"
1542,"{'facebook': 6.197743357068613, 'log': 8.190173521758819, 'password': 6.197743357068613}"
1544,"{""'"": 11.709597211883565, 'contorted': 8.595638629866983, 'sentence': 7.3428756613716155}"
1546,"{'3d': 7.3428756613716155, 'mission-based': 8.595638629866983, 'rad': 8.595638629866983}"
1548,"{'companies': 6.5807356093247185, 'make': 4.971297696890618, 'money': 5.417584799519037}"
1550,"{'?': 1.0007542426504639, 'movies': 5.887588428764773, 'overrated': 8.190173521758819}"
